"internal_taxon_name","GL_estimate","Source"
"Draco fimbriatus",2.8,"Mancini et al. (2025, Ecography)"
"Draco maximus",3,"Mancini et al. (2025, Ecography)"
"Draco quinquefasciatus",2.5,"Mancini et al. (2025, Ecography)"
"Gonocephalus bellii",4.2,"Mancini et al. (2025, Ecography)"
"Gonocephalus beyschlagi",4.5,"Mancini et al. (2025, Ecography)"
"Gonocephalus bornensis",4.6,"Mancini et al. (2025, Ecography)"
"Gonocephalus klossi",5.4,"Mancini et al. (2025, Ecography)"
"Gonocephalus kuhlii",5.5,"Mancini et al. (2025, Ecography)"
"Gonocephalus liogaster",4,"Mancini et al. (2025, Ecography)"
"Gonocephalus megalepis",5,"Mancini et al. (2025, Ecography)"
"Gonocephalus mjobergi",3.9,"Mancini et al. (2025, Ecography)"
"Harpesaurus beccarii",3.6,"Mancini et al. (2025, Ecography)"
"Harpesaurus borneensis",3.1,"Mancini et al. (2025, Ecography)"
"Harpesaurus ensicauda",3.2,"Mancini et al. (2025, Ecography)"
"Hypsicalotes kinabaluensis",4.7,"Mancini et al. (2025, Ecography)"
"Leiolepis boehmei",3.7,"Mancini et al. (2025, Ecography)"
"Leiolepis guentherpetersi",4.8,"Mancini et al. (2025, Ecography)"
"Leiolepis guttata",5.2,"Mancini et al. (2025, Ecography)"
"Leiolepis ngovantrii",3.7,"Mancini et al. (2025, Ecography)"
"Leiolepis peguensis",4.9,"Mancini et al. (2025, Ecography)"
"Leiolepis reevesii",6.1,"Mancini et al. (2025, Ecography)"
"Leiolepis rubritaeniata",4.6,"Mancini et al. (2025, Ecography)"
"Leiolepis triploida",4,"Mancini et al. (2025, Ecography)"
"Pelturagonia borneensis",2.9,"Mancini et al. (2025, Ecography)"
"Pelturagonia cephalum",3.5,"Mancini et al. (2025, Ecography)"
"Pelturagonia nigrilabris",2.6,"Mancini et al. (2025, Ecography)"
"Pelturagonia spiniceps",3.4,"Mancini et al. (2025, Ecography)"
"Phoxophrys tuberculata",2.2,"Mancini et al. (2025, Ecography)"
"Pseudocalotes flavigula",3.8,"Mancini et al. (2025, Ecography)"
"Pseudocalotes larutensis",2.7,"Mancini et al. (2025, Ecography)"
"Pseudocalotes saravacensis",3.9,"Mancini et al. (2025, Ecography)"
"Dibamus alfredi",2.5,"Mancini et al. (2025, Ecography)"
"Dibamus booliati",2.2,"Mancini et al. (2025, Ecography)"
"Dibamus ingeri",2.7,"Mancini et al. (2025, Ecography)"
"Dibamus vorisi",2.4,"Mancini et al. (2025, Ecography)"
"Dibamus tiomanensis",2.9,"Mancini et al. (2025, Ecography)"
"Gonocephalus chamaeleontinus",5.2,"Mancini et al. (2025, Ecography)"
"Draco formosus",2.6,"Mancini et al. (2025, Ecography)"
"Draco melanopogon",2.3,"Mancini et al. (2025, Ecography)"
"Draco sumatranus",2.2,"Mancini et al. (2025, Ecography)"
"Cnemaspis affinis",2.7,"Mancini et al. (2025, Ecography)"
"Cnemaspis bayuensis",2.1,"Mancini et al. (2025, Ecography)"
"Cnemaspis bidongensis",2.9,"Mancini et al. (2025, Ecography)"
"Cnemaspis biocellata",1.9,"Mancini et al. (2025, Ecography)"
"Cnemaspis chanardi",1.9,"Mancini et al. (2025, Ecography)"
"Cnemaspis dringi",2.5,"Mancini et al. (2025, Ecography)"
"Cnemaspis flavigaster",2.3,"Mancini et al. (2025, Ecography)"
"Cnemaspis hangus",2.3,"Mancini et al. (2025, Ecography)"
"Cnemaspis harimau",1.9,"Mancini et al. (2025, Ecography)"
"Cnemaspis karsticola",2.2,"Mancini et al. (2025, Ecography)"
"Cnemaspis kumpoli",2.6,"Mancini et al. (2025, Ecography)"
"Cnemaspis grismeri",2.2,"Mancini et al. (2025, Ecography)"
"Cnemaspis mcguirei",2.7,"Mancini et al. (2025, Ecography)"
"Cnemaspis monachorum",2,"Mancini et al. (2025, Ecography)"
"Cnemaspis nigridia",3.8,"Mancini et al. (2025, Ecography)"
"Cnemaspis omari",1.9,"Mancini et al. (2025, Ecography)"
"Cnemaspis paripari",2.6,"Mancini et al. (2025, Ecography)"
"Cnemaspis perhentianensis",2.5,"Mancini et al. (2025, Ecography)"
"Cnemaspis pseudomcguirei",2.2,"Mancini et al. (2025, Ecography)"
"Cnemaspis roticanai",2.5,"Mancini et al. (2025, Ecography)"
"Cnemaspis shahruli",1.7,"Mancini et al. (2025, Ecography)"
"Cnemaspis stongensis",2.3,"Mancini et al. (2025, Ecography)"
"Cnemaspis temiah",2.2,"Mancini et al. (2025, Ecography)"
"Cnemaspis baueri",3.1,"Mancini et al. (2025, Ecography)"
"Cnemaspis kendallii",3,"Mancini et al. (2025, Ecography)"
"Cnemaspis pemanggilensis",3.4,"Mancini et al. (2025, Ecography)"
"Cnemaspis peninsularis",2.5,"Mancini et al. (2025, Ecography)"
"Lamprolepis vyneri",3.1,"Mancini et al. (2025, Ecography)"
"Lamprolepis leucosticta",3.6,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus consobrinus",4,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus durio",3,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus elok",3.2,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus guakanthanensis",3.1,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus ingeri",3.7,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus jarakensis",3.2,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus jelawangensis",4.1,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus langkawiensis",4,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus lateralis",3.8,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus leegrismeri",3.8,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus macrotuberculatus",3.9,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus malayanus",4.4,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus matsuii",4.4,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus metropolis",3.1,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus pantiensis",3,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus payacola",2.7,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus peguensis",3.3,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus pubisulcus",3.5,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus pulchellus",3.6,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus semenanjungensis",2.8,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus sharkari",3.6,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus tebuensis",3.2,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus timur",4,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus trilatofasciatus",4.3,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus yoshii",4.2,"Mancini et al. (2025, Ecography)"
"Hemiphyllodactylus banaensis",3.2,"Mancini et al. (2025, Ecography)"
"Hemiphyllodactylus chiangmaiensis",2.8,"Mancini et al. (2025, Ecography)"
"Hemiphyllodactylus engganoensis",2.6,"Mancini et al. (2025, Ecography)"
"Hemiphyllodactylus harterti",2.6,"Mancini et al. (2025, Ecography)"
"Hemiphyllodactylus kiziriani",2.8,"Mancini et al. (2025, Ecography)"
"Hemiphyllodactylus larutensis",3,"Mancini et al. (2025, Ecography)"
"Hemiphyllodactylus margarethae",3.2,"Mancini et al. (2025, Ecography)"
"Hemiphyllodactylus tehtarik",2.4,"Mancini et al. (2025, Ecography)"
"Hemiphyllodactylus titiwangsaensis",3,"Mancini et al. (2025, Ecography)"
"Hemiphyllodactylus yunnanensis",4,"Mancini et al. (2025, Ecography)"
"Hemiphyllodactylus zugi",3.6,"Mancini et al. (2025, Ecography)"
"Luperosaurus angliit",3.1,"Mancini et al. (2025, Ecography)"
"Luperosaurus brooksii",2.9,"Mancini et al. (2025, Ecography)"
"Gekko browni",2.5,"Mancini et al. (2025, Ecography)"
"Gekko sorok",2,"Mancini et al. (2025, Ecography)"
"Gekko kaengkrachanense",3.2,"Mancini et al. (2025, Ecography)"
"Gekko rhacophorus",3.2,"Mancini et al. (2025, Ecography)"
"Gekko trinotaterra",3.3,"Mancini et al. (2025, Ecography)"
"Takydromus formosanus",3.6,"Mancini et al. (2025, Ecography)"
"Takydromus hsuehshanensis",5.1,"Mancini et al. (2025, Ecography)"
"Takydromus intermedius",4.3,"Mancini et al. (2025, Ecography)"
"Takydromus khasiensis",3.2,"Mancini et al. (2025, Ecography)"
"Takydromus luyeanus",3.2,"Mancini et al. (2025, Ecography)"
"Takydromus madaensis",1.9,"Mancini et al. (2025, Ecography)"
"Takydromus sauteri",4.1,"Mancini et al. (2025, Ecography)"
"Takydromus septentrionalis",4.8,"Mancini et al. (2025, Ecography)"
"Takydromus sikkimensis",3.3,"Mancini et al. (2025, Ecography)"
"Takydromus stejnegeri",3.5,"Mancini et al. (2025, Ecography)"
"Takydromus sylvaticus",3.2,"Mancini et al. (2025, Ecography)"
"Brachymeles apus",3.1,"Mancini et al. (2025, Ecography)"
"Dasia johnsinghi",3.5,"Mancini et al. (2025, Ecography)"
"Dasia vittata",4.2,"Mancini et al. (2025, Ecography)"
"Eutropis darevskii",2.9,"Mancini et al. (2025, Ecography)"
"Eutropis longicaudata",4.8,"Mancini et al. (2025, Ecography)"
"Eutropis macrophthalma",5.1,"Mancini et al. (2025, Ecography)"
"Eutropis rugifera",2.7,"Mancini et al. (2025, Ecography)"
"Larutia larutensis",3.9,"Mancini et al. (2025, Ecography)"
"Larutia puehensis",3.8,"Mancini et al. (2025, Ecography)"
"Larutia seribuatensis",3.4,"Mancini et al. (2025, Ecography)"
"Larutia trifasciata",5,"Mancini et al. (2025, Ecography)"
"Lipinia sekayuensis",1.9,"Mancini et al. (2025, Ecography)"
"Scincella reevesii",3,"Mancini et al. (2025, Ecography)"
"Sphenomorphus alfredi",1.8,"Mancini et al. (2025, Ecography)"
"Sphenomorphus anomalopus",3.3,"Mancini et al. (2025, Ecography)"
"Sphenomorphus cameronicus",3.2,"Mancini et al. (2025, Ecography)"
"Tytthoscincus cophias",2.4,"Mancini et al. (2025, Ecography)"
"Sphenomorphus crassus",3.7,"Mancini et al. (2025, Ecography)"
"Sphenomorphus haasi",2.8,"Mancini et al. (2025, Ecography)"
"Sphenomorphus kinabaluensis",3,"Mancini et al. (2025, Ecography)"
"Sphenomorphus maculicollus",2.6,"Mancini et al. (2025, Ecography)"
"Sphenomorphus multisquamatus",3.2,"Mancini et al. (2025, Ecography)"
"Sphenomorphus murudensis",2.9,"Mancini et al. (2025, Ecography)"
"Sphenomorphus praesignis",4.3,"Mancini et al. (2025, Ecography)"
"Sphenomorphus sabanus",3,"Mancini et al. (2025, Ecography)"
"Sphenomorphus sanctus",2.7,"Mancini et al. (2025, Ecography)"
"Sphenomorphus shelfordi",3.4,"Mancini et al. (2025, Ecography)"
"Sphenomorphus stellatus",3.2,"Mancini et al. (2025, Ecography)"
"Sphenomorphus tanahtinggi",3.4,"Mancini et al. (2025, Ecography)"
"Sphenomorphus tenuiculus",5,"Mancini et al. (2025, Ecography)"
"Sphenomorphus tersus",3.5,"Mancini et al. (2025, Ecography)"
"Tropidophorus beccarii",4.3,"Mancini et al. (2025, Ecography)"
"Tropidophorus brookei",4.7,"Mancini et al. (2025, Ecography)"
"Tropidophorus micropus",2.2,"Mancini et al. (2025, Ecography)"
"Tropidophorus perplexus",3.5,"Mancini et al. (2025, Ecography)"
"Tytthoscincus aesculeticola",2.4,"Mancini et al. (2025, Ecography)"
"Tytthoscincus butleri",1.7,"Mancini et al. (2025, Ecography)"
"Tytthoscincus hallieri",2.8,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus quadrivirgatus",2.9,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus seribuatensis",3.3,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus tiomanensis",3.8,"Mancini et al. (2025, Ecography)"
"Scincella melanosticta",2.9,"Mancini et al. (2025, Ecography)"
"Scincella apraefrontalis",2.2,"Mancini et al. (2025, Ecography)"
"Scincella barbouri",3.5,"Mancini et al. (2025, Ecography)"
"Scincella capitanea",5.5,"Mancini et al. (2025, Ecography)"
"Scincella darevskii",4.3,"Mancini et al. (2025, Ecography)"
"Scincella devorator",3.3,"Mancini et al. (2025, Ecography)"
"Scincella doriae",4.3,"Mancini et al. (2025, Ecography)"
"Scincella formosensis",3.2,"Mancini et al. (2025, Ecography)"
"Scincella huanrenensis",4,"Mancini et al. (2025, Ecography)"
"Lipinia inconspicua",3.1,"Mancini et al. (2025, Ecography)"
"Scincella ochracea",2.9,"Mancini et al. (2025, Ecography)"
"Scincella potanini",4,"Mancini et al. (2025, Ecography)"
"Scincella przewalskii",3.9,"Mancini et al. (2025, Ecography)"
"Scincella rara",3.4,"Mancini et al. (2025, Ecography)"
"Scincella rupicola",2.1,"Mancini et al. (2025, Ecography)"
"Scincella schmidti",4,"Mancini et al. (2025, Ecography)"
"Scincella tsinlingensis",5.3,"Mancini et al. (2025, Ecography)"
"Scincella victoriana",3.9,"Mancini et al. (2025, Ecography)"
"Sphenomorphus scotophilus",2.8,"Mancini et al. (2025, Ecography)"
"Tytthoscincus temmincki",2.9,"Mancini et al. (2025, Ecography)"
"Carphodactylus laevis",4.9,"Mancini et al. (2025, Ecography)"
"Nephrurus laevissimus",4.7,"Mancini et al. (2025, Ecography)"
"Nephrurus sheai",4.6,"Mancini et al. (2025, Ecography)"
"Nephrurus vertebralis",4.7,"Mancini et al. (2025, Ecography)"
"Phyllurus amnicola",4.8,"Mancini et al. (2025, Ecography)"
"Phyllurus caudiannulatus",5,"Mancini et al. (2025, Ecography)"
"Phyllurus championae",4.1,"Mancini et al. (2025, Ecography)"
"Phyllurus isis",4.5,"Mancini et al. (2025, Ecography)"
"Phyllurus kabikabi",4.3,"Mancini et al. (2025, Ecography)"
"Phyllurus nepthys",4.9,"Mancini et al. (2025, Ecography)"
"Underwoodisaurus seorsus",4.7,"Mancini et al. (2025, Ecography)"
"Brachyurophis approximans",3.8,"Mancini et al. (2025, Ecography)"
"Brachyurophis fasciolatus",4.1,"Mancini et al. (2025, Ecography)"
"Brachyurophis roperi",3.5,"Mancini et al. (2025, Ecography)"
"Brachyurophis semifasciatus",4.2,"Mancini et al. (2025, Ecography)"
"Cacophis churchilli",4,"Mancini et al. (2025, Ecography)"
"Cacophis harriettae",4.6,"Mancini et al. (2025, Ecography)"
"Cacophis krefftii",3.9,"Mancini et al. (2025, Ecography)"
"Cacophis squamulosus",5.9,"Mancini et al. (2025, Ecography)"
"Denisonia devisi",5,"Mancini et al. (2025, Ecography)"
"Drysdalia coronoides",5.6,"Mancini et al. (2025, Ecography)"
"Elapognathus coronatus",5.6,"Mancini et al. (2025, Ecography)"
"Hemiaspis damelii",5.2,"Mancini et al. (2025, Ecography)"
"Hemiaspis signata",5.6,"Mancini et al. (2025, Ecography)"
"Hoplocephalus bitorquatus",5.8,"Mancini et al. (2025, Ecography)"
"Simoselaps bimaculatus",4.5,"Mancini et al. (2025, Ecography)"
"Parasuta dwyeri",5.3,"Mancini et al. (2025, Ecography)"
"Parasuta gouldii",5.1,"Mancini et al. (2025, Ecography)"
"Parasuta monachus",4.4,"Mancini et al. (2025, Ecography)"
"Parasuta spectabilis",4.4,"Mancini et al. (2025, Ecography)"
"Simoselaps anomalus",3.1,"Mancini et al. (2025, Ecography)"
"Simoselaps bertholdi",3.6,"Mancini et al. (2025, Ecography)"
"Simoselaps minimus",2.5,"Mancini et al. (2025, Ecography)"
"Suta fasciata",5,"Mancini et al. (2025, Ecography)"
"Suta ordensis",5,"Mancini et al. (2025, Ecography)"
"Suta punctata",4.3,"Mancini et al. (2025, Ecography)"
"Suta suta",4.9,"Mancini et al. (2025, Ecography)"
"Tropidechis carinatus",6.5,"Mancini et al. (2025, Ecography)"
"Vermicella annulata",6.2,"Mancini et al. (2025, Ecography)"
"Vermicella intermedia",4.2,"Mancini et al. (2025, Ecography)"
"Vermicella multifasciata",3.3,"Mancini et al. (2025, Ecography)"
"Vermicella vermiformis",4.7,"Mancini et al. (2025, Ecography)"
"Christinus alexanderi",4,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus hoskini",4,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus kimberleyensis",2.5,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus pronarus",4.6,"Mancini et al. (2025, Ecography)"
"Cyrtodactylus sadleiri",3.8,"Mancini et al. (2025, Ecography)"
"Gehyra fehlmanni",3.2,"Mancini et al. (2025, Ecography)"
"Gehyra kimberleyi",3.4,"Mancini et al. (2025, Ecography)"
"Gehyra koira",5.8,"Mancini et al. (2025, Ecography)"
"Gehyra lacerata",3.5,"Mancini et al. (2025, Ecography)"
"Gehyra lazelli",5.1,"Mancini et al. (2025, Ecography)"
"Gehyra minuta",4.1,"Mancini et al. (2025, Ecography)"
"Gehyra montium",4.3,"Mancini et al. (2025, Ecography)"
"Gehyra moritzi",4.2,"Mancini et al. (2025, Ecography)"
"Gehyra multiporosa",2.6,"Mancini et al. (2025, Ecography)"
"Gehyra nana",2.7,"Mancini et al. (2025, Ecography)"
"Gehyra occidentalis",3.4,"Mancini et al. (2025, Ecography)"
"Gehyra pamela",4.3,"Mancini et al. (2025, Ecography)"
"Gehyra pulingka",4.3,"Mancini et al. (2025, Ecography)"
"Gehyra punctata",4.7,"Mancini et al. (2025, Ecography)"
"Gehyra purpurascens",3.4,"Mancini et al. (2025, Ecography)"
"Gehyra robusta",5.3,"Mancini et al. (2025, Ecography)"
"Gehyra spheniscus",3.4,"Mancini et al. (2025, Ecography)"
"Gehyra versicolor",4.5,"Mancini et al. (2025, Ecography)"
"Gehyra xenopus",4.7,"Mancini et al. (2025, Ecography)"
"Aprasia clairae",3.4,"Mancini et al. (2025, Ecography)"
"Aprasia haroldi",3.4,"Mancini et al. (2025, Ecography)"
"Aprasia inaurita",4.2,"Mancini et al. (2025, Ecography)"
"Aprasia parapulchella",4.6,"Mancini et al. (2025, Ecography)"
"Aprasia picturata",4.1,"Mancini et al. (2025, Ecography)"
"Aprasia pulchella",4.4,"Mancini et al. (2025, Ecography)"
"Aprasia repens",4.6,"Mancini et al. (2025, Ecography)"
"Aprasia smithi",3.9,"Mancini et al. (2025, Ecography)"
"Aprasia striolata",4.1,"Mancini et al. (2025, Ecography)"
"Delma australis",3.6,"Mancini et al. (2025, Ecography)"
"Delma borea",3.4,"Mancini et al. (2025, Ecography)"
"Delma butleri",3.4,"Mancini et al. (2025, Ecography)"
"Delma concinna",3.7,"Mancini et al. (2025, Ecography)"
"Delma desmosa",3.4,"Mancini et al. (2025, Ecography)"
"Delma elegans",3.5,"Mancini et al. (2025, Ecography)"
"Delma grayii",4.1,"Mancini et al. (2025, Ecography)"
"Delma inornata",4.1,"Mancini et al. (2025, Ecography)"
"Delma mitella",4.1,"Mancini et al. (2025, Ecography)"
"Delma molleri",4.2,"Mancini et al. (2025, Ecography)"
"Delma nasuta",3.7,"Mancini et al. (2025, Ecography)"
"Delma pax",3.5,"Mancini et al. (2025, Ecography)"
"Delma petersoni",4,"Mancini et al. (2025, Ecography)"
"Delma plebeia",4.1,"Mancini et al. (2025, Ecography)"
"Delma tealei",3.2,"Mancini et al. (2025, Ecography)"
"Delma tincta",3.4,"Mancini et al. (2025, Ecography)"
"Pletholax gracilis",3.5,"Mancini et al. (2025, Ecography)"
"Pygopus lepidopodus",5.4,"Mancini et al. (2025, Ecography)"
"Pygopus nigriceps",4.5,"Mancini et al. (2025, Ecography)"
"Pygopus robertsi",4,"Mancini et al. (2025, Ecography)"
"Pygopus schraderi",4.5,"Mancini et al. (2025, Ecography)"
"Pygopus steelescotti",3.8,"Mancini et al. (2025, Ecography)"
"Anilios affinis",3.3,"Mancini et al. (2025, Ecography)"
"Anilios ammodytes",3.7,"Mancini et al. (2025, Ecography)"
"Anilios australis",7.1,"Mancini et al. (2025, Ecography)"
"Anilios batillus",5.4,"Mancini et al. (2025, Ecography)"
"Anilios bituberculatus",6.3,"Mancini et al. (2025, Ecography)"
"Anilios broomi",3.3,"Mancini et al. (2025, Ecography)"
"Anilios centralis",4.7,"Mancini et al. (2025, Ecography)"
"Anilios chamodracaena",2.6,"Mancini et al. (2025, Ecography)"
"Anilios diversus",4.8,"Mancini et al. (2025, Ecography)"
"Anilios ganei",4.7,"Mancini et al. (2025, Ecography)"
"Anilios grypus",5.9,"Mancini et al. (2025, Ecography)"
"Anilios guentheri",4.9,"Mancini et al. (2025, Ecography)"
"Anilios howi",2.7,"Mancini et al. (2025, Ecography)"
"Anilios leptosomus",5.5,"Mancini et al. (2025, Ecography)"
"Anilios ligatus",6.1,"Mancini et al. (2025, Ecography)"
"Anilios longissimus",4.3,"Mancini et al. (2025, Ecography)"
"Anilios margaretae",4.6,"Mancini et al. (2025, Ecography)"
"Anilios minimus",2.5,"Mancini et al. (2025, Ecography)"
"Anilios nema",3.1,"Mancini et al. (2025, Ecography)"
"Anilios nigrescens",9.7,"Mancini et al. (2025, Ecography)"
"Anilios pinguis",7.8,"Mancini et al. (2025, Ecography)"
"Anilios robertsi",3.6,"Mancini et al. (2025, Ecography)"
"Anilios silvia",2.9,"Mancini et al. (2025, Ecography)"
"Anilios splendidus",6.2,"Mancini et al. (2025, Ecography)"
"Anilios torresianus",4.7,"Mancini et al. (2025, Ecography)"
"Anilios tovelli",1.6,"Mancini et al. (2025, Ecography)"
"Anilios troglodytes",4.8,"Mancini et al. (2025, Ecography)"
"Anilios unguirostris",7.3,"Mancini et al. (2025, Ecography)"
"Anilios wiedii",4.6,"Mancini et al. (2025, Ecography)"
"Anilios yampiensis",2,"Mancini et al. (2025, Ecography)"
"Anilios yirrikalae",2.7,"Mancini et al. (2025, Ecography)"
"Anepischetosia maccoyi",4.3,"Mancini et al. (2025, Ecography)"
"Anomalopus leuckartii",4.5,"Mancini et al. (2025, Ecography)"
"Sepsiscus pluto",1.9,"Mancini et al. (2025, Ecography)"
"Anomalopus swansoni",3.3,"Mancini et al. (2025, Ecography)"
"Anomalopus verreauxii",5.8,"Mancini et al. (2025, Ecography)"
"Calyptotis lepidorostrum",3,"Mancini et al. (2025, Ecography)"
"Calyptotis ruficauda",3.4,"Mancini et al. (2025, Ecography)"
"Calyptotis scutirostrum",3.3,"Mancini et al. (2025, Ecography)"
"Calyptotis temporalis",2.4,"Mancini et al. (2025, Ecography)"
"Calyptotis thorntonensis",1.9,"Mancini et al. (2025, Ecography)"
"Carlia inconnexa",3.1,"Mancini et al. (2025, Ecography)"
"Carlia jarnoldae",2.5,"Mancini et al. (2025, Ecography)"
"Carlia johnstonei",2.2,"Mancini et al. (2025, Ecography)"
"Carlia leucotaenia",2.7,"Mancini et al. (2025, Ecography)"
"Carlia munda",2.5,"Mancini et al. (2025, Ecography)"
"Carlia nigrauris",2.8,"Mancini et al. (2025, Ecography)"
"Carlia pectoralis",3.4,"Mancini et al. (2025, Ecography)"
"Carlia peronii",2.3,"Mancini et al. (2025, Ecography)"
"Carlia quinquecarinata",3.1,"Mancini et al. (2025, Ecography)"
"Carlia rhomboidalis",3.1,"Mancini et al. (2025, Ecography)"
"Carlia rimula",1.9,"Mancini et al. (2025, Ecography)"
"Carlia rubigo",2.6,"Mancini et al. (2025, Ecography)"
"Carlia rufilatus",2.2,"Mancini et al. (2025, Ecography)"
"Carlia schmeltzii",3.5,"Mancini et al. (2025, Ecography)"
